Device ID,Device Name,Start Time,Transcript,Keywords,Keywords Detected,Similarity,Analytic Thinking,Authenticity,Certainty,Clout,Emotional Tone,Direction,Word Count
140,Danny Pineda,0:14:41," doing one little thing based on the difficulty of that activity, even if you don't do as much because I say yeah, that's good quality because whatever will to achieve Arabic Italian can constitute quality work, done. That makes sense and also I agree with you.",,,,17,4,6,13,13,-1,46
140,Danny Pineda,0:15:00,"Wanted to because you can't measure quality without keep. There's a little structure of quantity if you can. You should expect before you can begin to talk about quality, right? Because if we don't, we can imagine what individually each person is contributing then you're gonna have anything to measure for Quality so the only bit of quality on the information on the Olympus you have. So it's already gives his County includes little different which I think all of you made good.",,,,18,1,3,8,7,-1,83
140,Danny Pineda,0:15:30," Sensei quality is important. And point is also very, very important.",,,,9,0,27,18,27,-1,11
140,Danny Pineda,0:15:58,"And if the individual needs that the team collectively decide Zone, there are also quantity because you've done whatever you said earlier, which is also about setting goals for ourselves. Based on what",,,,15,0,3,15,0,-1,33
140,Danny Pineda,0:16:26," Because but just about finding myself, if I die my soul and we don't have people responsible different after effects that we give us our first. But if we say, OK, we are collaborating, you handle these, you hundred that you do. So that's way longer login window, reset of the system and that is going to make sense, that's good. Thanks for the illusion, that beautiful worlds. Now, the Chinese",,,,19,4,7,11,8,-1,71
140,Danny Pineda,0:16:50, What's constitute good?,,,,0,0,25,0,25,-1,3
140,Danny Pineda,0:16:51,Do my back early bad work done?,,,,0,14,0,0,14,-1,7
140,Danny Pineda,0:17:11, Is there any some internet keypad will do?,,,,25,0,0,0,0,-1,8
140,Danny Pineda,0:17:18, What's the question actually been answered by the quantity and quality?,,,,8,0,0,8,8,-1,11
140,Danny Pineda,0:17:29, Yeah I want to say that like if you measure someone there the quantity and quality of someone's record like that will tell you if a good job or a bad job was done. Yeah.,,,,14,3,6,11,11,-1,35
140,Danny Pineda,0:17:54,"All of you, trust them. So they've covered everything I like but I suggest you come by for a delight. Yeah, 4:30. So how is the measured? I think you've already answered that. Come on, Lobos. Have your answer as we want entitled. That's one question. We end up oxygen or oxygen than I have done because order to come to, how can you measure what you got about? These people give me an idea of having my stones on adjective set.",,,,17,7,2,10,6,-1,82
140,Danny Pineda,0:18:23, So do we need to measure? So I think option is ticked. Okay? Make sense.,,,,40,7,0,13,13,-1,15
140,Danny Pineda,0:18:36," okay, so the next one is",,,,17,0,0,17,0,-1,6
140,Danny Pineda,0:18:49,Yes.,,,,0,0,100,100,0,-1,1
140,Danny Pineda,0:18:51," Okay, so the next one is, how can the result of the",,,,17,0,0,17,0,-1,12
140,Danny Pineda,0:18:56, what measured the presented in order to guarantee objective evaluation,,,,10,0,0,0,30,-1,10
140,Danny Pineda,0:19:07," Yeah, because we are measuring something rights. And then this is the me GD, who measurement, but in his presence of adults, because we are trying to give feedback to the student participant identity, right? And I want to be as objective as possible. You don't want to be biased, we don't be subjective. Want it to be. Want to be to be like, yeah, how did you measure? And that's what the question is.",,,,18,3,3,13,5,-1,75
140,Danny Pineda,0:19:34, How can result be presented?,,,,20,0,0,20,0,-1,5
140,Danny Pineda,0:19:37,"That's just looking at these results. You could, you know, I do to deserve objective measurements of words. Thoughts, you don't feel like, oh, I put it so much. Labor system is going to be. So what are the things we need to put into position? While it is equal to guarantee objective feedback on cue and getting results?",,,,15,3,0,7,11,-1,59
140,Danny Pineda,0:20:07, So you know how much of that is finished?,,,,22,0,0,22,11,-1,9
140,Danny Pineda,0:20:33,Through this box showing the different stages of the work done by each other space and then the group as but not more to participant skills are good for you personally just suppose somebody's building the UI but your hands of these will be database then they could be 1 volt reviewer. I wonder how much it.,,,,18,2,2,12,5,-1,57
140,Danny Pineda,0:21:01," I think you said in the wording and presentation,",,,,22,11,0,11,0,-1,9
140,Danny Pineda,0:21:08," I don't know, maybe it could be.",,,,38,13,0,0,13,-1,7
140,Danny Pineda,0:21:11," In terms of like statistical analysis to, I don't know, too much about that, so yeah.",,,,6,6,0,6,12,-1,16
140,Danny Pineda,0:21:24, My answer would be pretty similar to what's inside me like percentage bar. Is,,,,20,13,0,0,13,-1,14
140,Danny Pineda,0:21:27,"To what you were supposed to be working on or what like you contribute it to, I think that seems Seems good to me.",,,,21,8,4,4,13,-1,24
140,Danny Pineda,0:21:50, what considerations should you should we put in mind to litigate bounces,,,,33,0,0,0,8,-1,12
140,Danny Pineda,0:22:23,"Question please. What design position should we put in mind in order to mitigate bass? Bass is a a, so it was design what practices that consideration.",,,,11,0,0,4,15,-1,27
140,Danny Pineda,0:22:43, I'll try to think of what kind of biases that come up and I'm having some trouble or chicken and then it's trying to bypass the system.,,,,20,7,0,13,3,-1,27
140,Danny Pineda,0:22:58," Solid, I send off that is working, but it's not working. However, all who is actually honestly working. There are putting that would not be so much more so ways people can work to do.",,,,14,3,3,11,0,-1,35
140,Danny Pineda,0:23:16, Because this is not going to using.,,,,43,0,0,14,0,-1,7
140,Danny Pineda,0:23:18,It's severe with. You can also be used really for like you've ever given if a project and it's really about looking at just trying to look at different degrees possible.,,,,24,0,3,9,6,-1,31
140,Danny Pineda,0:23:29," You also get together. We will by myself like killing them. How about a story after being so they don't stop. This is a story about how a person system and even know how someone would bypass the system. I don't even, I can't imagine how somebody would do.",,,,23,6,6,13,8,-1,49
140,Danny Pineda,0:23:56," Yeah, because I think of a better plan. My son has been stated at Lee",,,,13,13,0,7,7,-1,15
140,Danny Pineda,0:24:05," Instead of rewarding, for you can take it.",,,,0,0,0,0,0,-1,8
140,Danny Pineda,0:24:14,"Maybe one way could be like I don't know if you have like your own profile. So every time you login you have your stats or whatever. So they you're doing something, we're differently one thing but that's extreme. So because some days you are going to talk more than like other meetings when we need to do something. That's pretty crazy because you think that's gonna help you up, maybe like to prevent that.",,,,20,1,1,11,9,-1,75
140,Danny Pineda,0:24:44," The number of the level of interference by the commitment, but I think if you just take the mice to emotional episodes, you like eee, they'll approach of that work. That is system, must have determined that you have people bringing in their own point of view or whatever. Yeah, you know I did that we do",,,,16,3,2,5,9,-1,57
140,Danny Pineda,0:25:09,"Introduce the credibility of the system. Yeah, yeah.",,,,0,0,0,25,13,-1,8
140,Danny Pineda,0:25:19," This is the majority like talking the whole play Trucking up to back house. We are discussing now, write the blog platform is just recording Allah Allah stickies where our machine many models that take this raw data and then try to extract the features.",,,,9,0,0,4,7,-1,45
140,Danny Pineda,0:25:38," I didn't start and then begin our install. We're going to touch on the fact patterns in this data. So like you made it as a. Oh, I agree with you, it's very direct, our energies said, from what you said, there's an ugly and also extended your point. And so these are the two that I don't read. The description was actually fruitful because there are other arguments and you reached a lot of competitions.",,,,12,4,4,12,2,-1,76
140,Danny Pineda,0:26:06,My voice in the nuts. So then it's easy to cheat the system because if I have mine,,,,11,16,5,21,5,-1,18
140,Danny Pineda,0:26:14, Program music.,,,,0,0,0,0,0,-1,2
140,Danny Pineda,0:26:17," So it'll be like, video components so that's can also record.",,,,15,0,0,23,8,-1,11
140,Danny Pineda,0:26:39," Okay, so let's go to underrated. This might be on the weighted just right now. Displayed on the register Rush. Yeah, for now. Okay. So we should",,,,14,0,7,11,7,-1,27
140,Danny Pineda,0:26:56, I think that's true.,,,,40,20,20,0,20,-1,4
140,Danny Pineda,0:26:59,"Hopefully, it'll take you. You can actually activate Spanish for a languages politicians of transplantable from that loyalty to",,,,5,0,0,0,5,-1,19
140,Danny Pineda,0:27:10," Let's go to Penn State's so time Spanx. Yeah. So do you consider pain spreads on a Collaborative, Learning activity and infertility for good curvature, ecology.",,,,7,0,7,11,7,-1,26
140,Danny Pineda,0:27:29, Okay.,,,,0,0,0,100,0,-1,1
140,Danny Pineda,0:28:32,"Okay, thanks.",,,,0,0,0,50,0,-1,2
140,Danny Pineda,0:28:36," For the Love of most of the world, like, the world, see boys, that want to see how much time it spends activity, you know, more than we spent discussing how much time you spend",,,,17,0,0,6,9,-1,35
140,Danny Pineda,0:28:50,"yeah, we had a lot of those responses, so",,,,22,0,0,11,0,-1,9
140,Danny Pineda,0:28:53," I've been does that put the whole thing? But I forgot because, now, you're more looking. People? Just fill out, surveys to sometimes. Just the scenery is just like a more into specks your models for your morning. Yeah. Okay.",,,,19,5,0,5,12,-1,40
140,Danny Pineda,0:29:13, it's a lot of pressure that is,,,,13,0,0,0,0,-1,7
140,Danny Pineda,0:29:18, what if we assume I was a sufficient for a June is not necessary. So how do you think time can be measured? Let us as a developer regardless of whatever period is officially made it. But how do you think is going to look like transition?,,,,21,2,4,13,4,-1,47
140,Danny Pineda,0:29:39," figure with the keywords like that, we've been talking about, like, you record the time that the",,,,11,0,0,0,11,-1,17
140,Danny Pineda,0:29:45,"First introduced and then you, you like it. I think you would plot how often it was like use during a certain time period. And then like you just measure from when it started to like when it was like significantly talked about and then what it like the last time that keyword showed up.",,,,16,2,4,16,13,-1,55
140,Danny Pineda,0:30:14," But I don't think it's like it's not as simple as like the first time the last time because like when you're in conversation you just so you can hop around a lot. So I think you know, it's important to look at like the frequency of the keyword and like record what the moments that it was like really frequent. It was really yeah, I've got enough",,,,16,4,3,11,12,-1,68
140,Danny Pineda,0:30:41,"Strictly deciding what to learn, what's not thinking, what most times is what you put into shock. If you are in control circuit shock, if you are with a topic of discussion or they are out of here, same circle is 2 plus 2.",,,,23,0,0,9,2,-1,44
140,Danny Pineda,0:31:36,"You lock up frequently during the discussion and there is easy. That's correct. You know. Yes, we have real tough it out.",,,,22,0,13,4,17,-1,22
140,Danny Pineda,0:31:47," So again points like goes wrong, which obviously is a keyword and then you guys are to travel time.",,,,5,0,0,16,11,-1,19
140,Danny Pineda,0:31:59," We should also be systematic, keep track of the different times. So how how long do they speaking? Because if we started, I spoke to his work in his kitchen. So the photos are from the law firm. I spy my speech a tells me how much time I spend speaking and if, by any discussion, maybe you spoke the velocities February, 22 journals, he spent it going",,,,21,7,0,15,1,-1,68
140,Danny Pineda,0:32:28," Number of times, I asked you, what happened?",,,,0,13,0,0,0,-1,8
140,Danny Pineda,0:32:31,"Birds kids, is that?",,,,0,0,0,0,0,-1,4
140,Danny Pineda,0:32:37," Yes, Mother, the product you are present is teaching all the time spent on also help us to also limited quality of recording / again, and you're making scientific contributions positive evidence. You are putting in love enough time and they make purchases by because they learned of contribution up how your contributions in will generally cost in that direction.",,,,13,0,7,10,10,-1,60
140,Danny Pineda,0:33:06, Because I think we're and Son activities. Like time should be measured like security for each individual is because some for some people like they might get distracted or easily or they might have so many medical restrictions. That doesn't certainly like allows them to focus.,,,,27,2,0,13,10,-1,46
140,Danny Pineda,0:33:27,"Well, we're to get a divot. He's our projects done as fast as other people do. So you shouldn't be comparing like, how long it takes for a person to complete one day. Mac necessarily have different restrictions",,,,10,0,2,10,10,-1,38
140,Danny Pineda,0:33:43, Yes.,,,,0,0,100,100,0,-1,1
140,Danny Pineda,0:33:49, Let's go.,,,,0,0,33,0,0,-1,2
140,Danny Pineda,0:33:53, What kind of activity do link or visual learning?,,,,11,0,0,11,11,-1,9
140,Danny Pineda,0:34:03, Okay.,,,,0,0,0,100,0,-1,1
140,Danny Pineda,0:34:05," We know that time Springs, right? Is subjective. But are there any particular activity?",,,,29,0,14,7,21,-1,14
140,Danny Pineda,0:34:14," That will feel time should be like, the time-space should become such a huge measured.",,,,25,0,0,0,6,-1,15
140,Danny Pineda,0:34:23,"In particular, that particular activity, that's if you don't need any time, spent in missing some key tonight.",,,,20,0,10,5,10,-1,18
140,Danny Pineda,0:34:50, So what types of activities we should take time earlier? You should measure time. Yeah.,,,,20,0,0,7,0,-1,15
140,Danny Pineda,0:35:01," Feel like writing code is a big one. Yeah. Like somebody working on like one bug and then they're only able to, like, show like three comments for that bug. When they've actually spent like a long time, working on that really like, somebody did it turned a lot of time, but",,,,11,0,0,7,15,-1,52
140,Danny Pineda,0:35:17,"It a lot or seemingly a lot of codes. I was also thinking about, like maybe finding a way for the system, like to compare, like the ratio, someone's like time spent look like the quality that that task like delivered. Like, I don't know because like, if you're doing a task that has like like alert low priority, or you have a test that like you did that wasn't super high quality and then you look at the time spent on that. I feel like that can tell us",,,,11,3,0,7,17,-1,90
140,Danny Pineda,0:35:48," Yeah, but I don't know.",,,,33,17,0,17,17,-1,5
140,Danny Pineda,0:35:57, A ques.,,,,0,0,0,0,0,-1,2
140,Danny Pineda,0:35:58, He's on something.,,,,0,0,0,0,0,-1,3
140,Danny Pineda,0:36:02," I think times when shall be measured because we are looking at is the output of the was actually trying to get little things more. Like, there's like that. What you're giving him",,,,9,3,0,6,6,-1,33
140,Danny Pineda,0:36:12,"Giving out is I'll tell you what your ticket. So thanks for coming. We hope this pain relief original argument throughout the good and then you spend more time trying to do that. I'm thinking that should also be a good place for you because you miss your t-shirts, commitment and dedication. Now, we'll just spend a little time. Do we need to meet Camp suggest on seriously, like, you're not passionate only? Does that make sense?",,,,17,2,2,7,15,-1,77
140,Danny Pineda,0:36:46, I don't know if you solve the problem in less time. I'm not gonna stop until then I'm looking at Lenny. It was trying to solve a problem.,,,,19,10,0,10,3,-1,28
140,Danny Pineda,0:37:02," like,",,,,0,0,0,0,100,-1,1
140,Danny Pineda,0:37:08,"Including everyone has a different experience. Level is very soon as long as they're doing whatever they should be, the time didn't really matter.",,,,8,0,8,8,8,-1,24
140,Danny Pineda,0:37:25, How you tell?,,,,33,0,0,33,0,-1,3
140,Danny Pineda,0:37:29," That the editor of doing what I'm doing. What? What is, what are you doing to do? So, how much of that does?",,,,4,4,0,8,0,-1,23
140,Danny Pineda,0:37:42," Suppose what somebody in this group has the task of making like a scroll bar work, have you made that work and it doesn't matter if you've taken ten minutes for you to do wrong things. But have you done what he is supposed to be?",,,,15,0,2,6,4,-1,46
140,Danny Pineda,0:37:58, Did your courage because I don't even only came as deadlines that we can.,,,,20,7,7,13,13,-1,14
140,Danny Pineda,0:38:04,Ulan.,,,,0,0,0,0,0,-1,1
140,Danny Pineda,0:38:05," Was it was an output. And was there a good collaboration that help to achieve death? I think you're right because putting Time bar now has to do with deadlines a lot of companies. Are you worker? They have a nine hour but they give you a task. And at the end of the day, did you start to finish that austerity finish? It, you have to end up staying for Nana was elated wasting a lot of time here.",,,,10,1,4,5,7,-1,80
140,Danny Pineda,0:38:33, Okay.,,,,0,0,0,100,0,-1,1
140,Danny Pineda,0:38:35, Okay.,,,,0,0,0,100,0,-1,1
140,Danny Pineda,0:38:40, Participation.,,,,0,0,0,0,0,-1,1
140,Danny Pineda,0:38:51, You think it's necessary to track the level of participation during a Collaborative Learning?,,,,7,0,7,0,0,-1,14
140,Danny Pineda,0:39:00,Do you think it's necessary to track the level of my suspicions during a Collaborative Learning activity?,,,,6,6,6,0,0,-1,17
140,Danny Pineda,0:39:12," So, why did you say?",,,,40,0,20,20,0,-1,5
140,Danny Pineda,0:39:18, So that it's fair and everyone's doing the work.,,,,9,0,0,18,9,-1,9
140,Danny Pineda,0:39:23," The, you know, so house with like these require engaged. So they know it's what's happening. What so people know, what's happening. They're engaged. Okay. It also do like a salad. How like some discern folks are like not participating as much. Like things that we can do like to choose our group dynamic, susur chicken noodles because much to include comfortable saying there's not sufficient.",,,,14,0,0,10,18,-1,66
140,Danny Pineda,0:39:53,"10,000 pollutants in the truck, then give me forgive you and your commitment. Yeah. So then you have some more like, I guess focused, or you know what's going on, you're not just because you're not participating, most of the time.",,,,23,5,2,14,14,-1,41
140,Danny Pineda,0:40:17," It's all good. What? I want, very terrible, handwriting evil. Go to my ideas. For it is Mother. How about you? But it's about this exam again so special. Now, what do you think can be measured to see?",,,,15,5,7,7,5,-1,39
140,Danny Pineda,0:40:43, Suggest high or low? This develop critical.,,,,14,0,0,14,0,-1,7
140,Danny Pineda,0:40:49,After the Restriction. So what do you think can be measured to suggest high or active or inactive 2013?,,,,17,0,6,17,0,-1,19
140,Danny Pineda,0:41:21," I feel like I mean you can track how often people like speak or like you can. Yeah. Like how often people speak or don't speak. And then also with that like to gaze active participation, I feel like you can measure like the quality of what was said or like how like was that time the time spent like engaged in the conversation? Like what?",,,,19,4,1,13,18,-1,66
140,Danny Pineda,0:41:44,"Actually like furthering a goal, right? Like was that was there if people gain anything from that contribution but yeah.",,,,15,0,5,10,25,-1,20
140,Danny Pineda,0:42:04, For keywords like I agree or I disagree because it's okay to have both of those because that's how you learn among each other and you learn to respect others ideas and perspectives on the project.,,,,24,5,0,16,11,-1,36
140,Danny Pineda,0:42:17," I guess for me, I'm kind of confused. Like, what do you mean by like in active participation come come in with that fine.",,,,20,12,8,0,16,-1,24
140,Danny Pineda,0:42:37," Okay, I couldn't.",,,,0,25,0,25,0,-1,3
140,Danny Pineda,0:42:40,Activity. Right? And then I have not participated,,,,25,13,13,25,13,-1,8
140,Danny Pineda,0:42:45," Just passive, I'm not passionate. I'm not going to be like, I'm just there right below. This doesn't mean that I'm old. You are sleeping.",,,,17,13,7,0,17,-1,25
140,Danny Pineda,0:42:56, We just means that I'm not interested so which is something that's it was like by observation. We could tell what is the system who is that is invasive are trying to use to imagine adding truck and and identify this. So how does this is a modern family? I think I'm going to come the right.,,,,20,5,2,8,7,-1,57
140,Danny Pineda,0:43:16," So what if you have a beautiful darkness, which is once? How do you tell, what can you imagine? I can measure to see. Someone is actually actively participate.",,,,7,3,3,10,0,-1,29
140,Danny Pineda,0:43:27," Think about your spa, see.",,,,20,0,0,0,0,-1,5
140,Danny Pineda,0:43:29," correct, because she wolde, I channels total of some sort of me, not talk to",,,,33,13,7,7,7,-1,15
140,Danny Pineda,0:43:36,We were not to let your teammate can be insightful or just listening another perspective because I can be listening attentively.,,,,24,5,5,10,5,-1,21
140,Danny Pineda,0:43:47," People talk about contribution. So we should not mix of contribution with participation. If I can contribute you. That's also licenses roads paths which are both under looking at the condition is serious. When I look at this island,",,,,15,5,0,10,10,-1,39
140,Danny Pineda,0:44:04, Attentive.,,,,0,0,0,0,100,-1,1
140,Danny Pineda,0:44:06, So at what point do you measure my participation? And I cannot be silent and aloof.,,,,13,13,6,19,0,-1,16
140,Danny Pineda,0:44:13," God, you know, just one who is silent and actually participating. How do you silence? What is off thinking of something else?",,,,18,0,0,9,9,-1,22
140,Danny Pineda,0:44:25, It's like a big dumb little sugar plants because I feel like,,,,15,8,0,8,15,-1,12
140,Danny Pineda,0:44:30,"Seco. Like, I was raised to make a lot of eye contact with my professors and they coming here to America. Like I noticed that a lot of students were just like not making eye contact but that doesn't necessarily they weren't paying attention. So it's hard to say. There's also some people who actually like to really do I contact this much Molly",,,,16,6,1,6,18,-1,64
140,Danny Pineda,0:45:04," sometimes, there's",,,,33,0,0,0,0,-1,2
140,Danny Pineda,0:45:08," There's some people who like to really use as much. I contact like sometimes, like, staring off into like, God knows where but you're still listening.",,,,25,4,0,7,18,-1,26
140,Danny Pineda,0:45:25,"DDO, you know, the chocolate live, which allowed to, you know, how about a bit of what how each person is active? And what about to invent? The next thing I'm trying to work on these? I gaze joint attention you want, why not? I condone it? Yes. Now, deep like those joint attention is that if you are talking about, I'm looking at you as a point of looking like do for the whole time I'm talking about is looking at me.",,,,12,7,2,6,7,-1,83
140,Danny Pineda,0:45:53, Otherwise she's not talking. It is so different. I'm talking boshy is that's in the system and then it's still not over. Oh this time this guy maybe Spain attention but the action on scene at this point it was just that is paying attention.,,,,12,2,2,10,2,-1,45
140,Danny Pineda,0:46:09, Does that make sense? So the video committee will give us a better way to observe what you said if this is working out if the jerk,,,,19,0,4,11,15,-1,27
140,Danny Pineda,0:46:21,"And ideas. There is nobody beautiful body early to say, for you have to be paying attention, except if he counts the number of time you are",,,,15,0,4,7,0,-1,27
140,Danny Pineda,0:46:32," How can I contact any more time? You looked at already, have it already happened, when making some eye contact? Exactly funny.",,,,18,5,0,9,18,-1,22
140,Danny Pineda,0:46:41," All right, and then I contact with any beneficial to be that people sleep. I'm making hi: lol. He's not even my family - I like this box, but I'm within this space.",,,,20,14,9,9,14,-1,33
140,Danny Pineda,0:46:59," That's also a way to calibrates. We're in this cycle, we can calibrate and I'm looking with in here, your mother. Yeah, this is the spirit still do, but what",,,,15,3,0,9,0,-1,30
140,Danny Pineda,0:47:16,"Odds are doing some of that team can suggest in active participation I think like Have Nots to like, after by people, just doing this a lot when they're actively listening and agree but not necessarily looking at, you girls looking for like fish with questions. Like for me personally like sometimes when I do talk to people like yeah, I don't make eye contact, but I'm trying to think of like I want to like make a boy, like, as far as like blew, my hands were like I look",,,,15,9,2,7,18,-1,91
140,Danny Pineda,0:48:06, Write a note.,,,,33,0,0,0,0,-1,3
140,Danny Pineda,0:48:11,You call what it's like for the boys.,,,,0,0,0,0,22,-1,8
140,Danny Pineda,0:48:14, Doesn't go into cooking show.,,,,17,0,0,0,0,-1,5
140,Danny Pineda,0:48:18," No, but even just, if you know, somebody's listening, they pick up on something points, right? And they be able to, like, say something about it, giving attempt of the equation. Like, I think, because you're sitting right across,",,,,20,2,10,10,20,-1,39
