Device ID,Device Name,Start Time,Transcript,Keywords,Keywords Detected,Similarity,Analytic Thinking,Authenticity,Certainty,Clout,Emotional Tone,Direction,Word Count
11,Khalil,0:04:59," That coffee is my poison of choice. Yay, Cody. I had a discussion with Mike. So Mike did this morning asked me. What is my favorite kind of Beverage? My response was water. She said, you can't say what I said. Okay. How about how,",,,,9,13,2,7,4,-1,45
11,Khalil,0:05:15,"The no you can't say how it was like, okay what my choices. She's like caffeine or she said coffee. I'm like coffee is just dirty water. He's like, all right. How about tea? I'm like again, dirty water. So I put the leads that they put on their clean. I'm like, alright, fine. And it's cinnamon tea, but that's made by boiling, boiling water, going cinnamon sticks in water. Like that's an account. I'm like, has an account that still counts as teachers like, I mean, it's not the tea.",,,,10,7,7,7,13,-1,91
11,Khalil,0:05:43," But yes, we had this nice long discussion about the merits of different beverages to, which I said coffee is just water.",,,,14,5,5,5,9,-1,22
11,Khalil,0:05:53," Dirty dirty water. Anyhow, I was still waiting for the unicorns in that.",,,,15,8,0,0,0,-1,13
11,Khalil,0:06:07," Is the Unicorn going back? We're going to get three, get to see more.",,,,7,0,0,0,7,-1,14
11,Khalil,0:06:14,"Maybe it's all the way on the other side of the lab, the universe.",,,,13,0,7,0,0,-1,14
11,Khalil,0:06:34," It was pretty awesome. Heeyy reason, Kevin we want to see the Unicorn. Why was in Kevin? That's a really nice outfit.",,,,22,0,0,4,9,-1,22
11,Khalil,0:07:05," so,",,,,100,0,0,100,0,-1,1
11,Khalil,0:07:05,Wore this at a four year old birthday party in La for somebody who loves unicorns.,,,,0,0,0,0,0,-1,16
11,Khalil,0:07:26, How are you standing in that? Like are you not a man can't hear us? Because I guess the fans inside the Unicorn to keep it inflated make it. So it's hard to hear.,,,,19,3,0,8,6,-1,34
11,Khalil,0:07:44, All right. Did somebody get it? Did somebody take a picture? Do we already have pictures? It's only the picture. Tell me something.,,,,8,4,8,0,4,-1,23
11,Khalil,0:07:55, Please a picture.,,,,0,0,0,0,33,-1,3
11,Khalil,0:08:00, Thank you Korean.,,,,33,0,0,0,33,-1,3
11,Khalil,0:08:02,I think it's pretty.,,,,40,20,0,0,20,-1,4
11,Khalil,0:08:12," All right, I guess it's almost can 15. We should start substantial portion of the meeting.",,,,31,6,13,0,6,-1,16
11,Khalil,0:08:23, That's still really awesome unicorn outfit. Like where did well I'll have to ask Meg later where she got that.,,,,5,5,0,5,9,-1,20
11,Khalil,0:08:35," All right. So we have a couple of things on the agenda. First. It's Korea, Victory happens. To Khalil is the blink team is going to be testing out. The we're only testing blink in.",,,,11,0,8,3,3,-1,35
11,Khalil,0:08:56,"21 both of my classes, this spring and so I think khalili you were going to like, get the platform set up to do some testing this morning. That's the plan. Yeah. Yeah, it's res and running. We just used to get that good and you blink and then join the discussion using the code. I'll put that in the chat. Alright, people know.",,,,18,5,2,9,8,-1,64
11,Khalil,0:09:26, What do you guys need to go to India?,,,,11,0,0,0,0,-1,9
11,Khalil,0:09:30," So we're going to try to run this into of the classes and all right, look at it and you blink that argh and then it'll record stuff. We have to make sure it's not going to die on us. When we try to use this. You don't go to the website then press join discussion. I guess it's true.",,,,20,2,6,11,6,-1,60
11,Khalil,0:09:55,And we'll just have it running in the background kind of thing to make sure good. I think last time what happened was we had a whole bunch of people connect and crash. So any blink the come during discussion with an aim to make sure you go to dialogue not.com.,,,,23,2,6,6,11,-1,51
11,Khalil,0:10:14, What was the D9 BP?,,,,0,0,0,0,0,-1,5
11,Khalil,0:10:21, De nimes it again and BP.,,,,17,0,0,17,0,-1,6
11,Khalil,0:10:29, Hello.,,,,0,0,0,0,0,-1,1
11,Khalil,0:10:31, All right. There we go.,,,,40,0,40,0,20,-1,5
11,Khalil,0:10:33," Wait, I'm confused. Yeah. So are we joining or are we not join me? Cause you said it crashed? No, no joint joint. We're trying to see if it's going to crash when multiple wounded bunch of us join.",,,,17,5,0,10,5,-1,39
11,Khalil,0:10:50,The world is have it running in the background while we conduct the rest of said meeting.,,,,6,0,0,6,0,-1,17
11,Khalil,0:11:02, And you can join from your phone or from your computer? I'm going to grab my phone to just because,,,,19,10,0,14,10,-1,20
11,Khalil,0:11:13," Alright, next up on the agenda was welcoming new people if they come.",,,,15,0,0,8,0,-1,13
11,Khalil,0:11:31, Do you want to do a quick introduction?,,,,13,0,0,0,0,-1,8
11,Khalil,0:11:46,"Oh, and actually one thing to add is if you have a favorite recipe.",,,,21,0,0,14,7,-1,14
11,Khalil,0:11:53," Yeah, like what kind of?",,,,0,0,0,20,40,-1,5
11,Khalil,0:12:02," Wait, what is it? Say it again?",,,,14,0,14,0,0,-1,7
11,Khalil,0:12:08, What kind of dumplings?,,,,0,0,0,0,25,-1,4
11,Khalil,0:12:25, Apricot dumplings. Do you know how to make them? Yeah. I'm good.,,,,23,8,8,8,23,-1,12
11,Khalil,0:12:36, What ingredients are needed?,,,,25,0,0,0,0,-1,4
11,Khalil,0:12:38,Happening. All right. Well one of these times will have to will have to have to give that a test run. We do it and you might have,,,,14,0,11,4,11,-1,28
11,Khalil,0:13:08," I'm not behind into the left, this toaster oven, and we will, occasionally try to make use of set toaster oven to try, different items here to make the good stuff. All right.",,,,24,3,9,3,12,-1,33
11,Khalil,0:13:21, Any other new faces in the cloud?,,,,14,0,0,0,0,-1,7
11,Khalil,0:13:27," No, alright. So next we're going to go to our usual way Poe.",,,,7,0,0,7,0,-1,13
11,Khalil,0:13:33,Is our what do you proud of? And that can be for the past week or for like the past quarter in general?,,,,13,0,0,9,9,-1,23
11,Khalil,0:13:45, Let's start with Priya will start with you and then you get the path. Somebody else.,,,,18,0,6,12,0,-1,16
11,Khalil,0:14:04," You can't hear well, actually, oh mute my mic with my are maybe new cabins and then have created from the to do this.",,,,12,8,0,8,4,-1,24
11,Khalil,0:14:21, I've been abroad for the past Academic Year. So I just,,,,8,17,0,8,8,-1,11
11,Khalil,0:14:28,"Back, and I moved in yesterday and I'm proud of making it back alive.",,,,20,13,0,13,27,-1,14
11,Khalil,0:14:36," I did not change me. Hopefully, I won't be one of those people that talks about their broad experience all the time, but I will. So",,,,19,15,4,7,4,-1,26
11,Khalil,0:14:48, I will pass it to Kevin.,,,,0,17,0,0,17,-1,6
11,Khalil,0:14:56," Oh, yes. I'm not too sure what I'm proud of. But like, I don't know. There were a few.",,,,14,14,9,5,14,-1,19
11,Khalil,0:15:11," But I stirred job that I had like that I'll working on quarter and recently, I just put the only just like advocate for my own time, but tell them that.",,,,16,16,0,9,13,-1,31
11,Khalil,0:15:24,"- focus on other stuff, so and I'm proud of it.",,,,9,9,0,18,9,-1,11
11,Khalil,0:15:33, All right.,,,,50,0,100,0,50,-1,2
11,Khalil,0:15:41, I'm proud that I left the house.,,,,0,25,0,0,13,-1,7
11,Khalil,0:16:04," Everyone, I am.",,,,0,33,0,0,0,-1,3
11,Khalil,0:16:11, I'm,,,,0,50,0,0,0,-1,1
11,Khalil,0:16:13, I think I'm glad to be the head of the,,,,9,18,0,0,9,-1,10
11,Khalil,0:16:19,That always kind of happen to the behavior of it for now.,,,,8,0,8,0,8,-1,12
11,Khalil,0:16:27, Pass it to.,,,,0,0,0,0,33,-1,3
11,Khalil,0:16:35, I am this fields.,,,,0,25,0,0,0,-1,4
11,Khalil,0:16:40," It's big news, but it feels weird. But I am proud of accepting my offer to go to Michigan to get my PhD next year. So.",,,,19,11,0,11,7,-1,26
11,Khalil,0:16:54, I will pass it to mark.,,,,0,17,17,0,17,-1,6
11,Khalil,0:17:00, I am proud that I graduate passional.,,,,0,29,0,0,14,-1,7
11,Khalil,0:17:22,"So my proud mother from this past week was, I went through and I cleared out all of my unread emails. I had like three, we 4,000 dish between all of my email accounts that I use. And so I've basically brought it down to zero yesterday, which is I've often heard of for me. So hopefully I can keep it like that.",,,,16,17,3,8,5,-1,63
11,Khalil,0:17:52,I will popcorn Victoria.,,,,0,25,0,0,0,-1,4
11,Khalil,0:17:59," I am proud of myself for not committing arson yesterday when I was hoping you deny my Creations. So yeah, that's it.",,,,9,17,0,9,4,-1,22
11,Khalil,0:18:10,"Went to visit Russia now kept them together and didn't go off too hard. No, so gay self control.",,,,10,0,0,10,5,-1,19
11,Khalil,0:18:23," I'll pop when you do Blake. No. No, I didn't my problems. Yes. Started in the Spring quarter seems like sudden y'all. Okay, so I guess I'm proud of that. It's just hit the ground roll. I will popcorn too.",,,,9,13,4,4,9,-1,40
11,Khalil,0:18:52, Who has Anna? Did Naomi go?,,,,0,0,0,0,0,-1,6
11,Khalil,0:18:58, I am proud of myself for making it to my classes yesterday. I had it in my schedule for my classes.,,,,5,29,0,0,5,-1,21
11,Khalil,0:19:06,"In a different time zone. So I had all the long hours that we should be off, and then I also didn't realize I was lesson, Monday was a thing. So I was totally just finished all the wrong classes, but then my friend taught me. I made it to the right, positive 2.",,,,17,13,7,13,7,-1,54
11,Khalil,0:19:29, I am proud of you.,,,,0,20,0,0,20,-1,5
11,Khalil,0:19:36, Popcorn too.,,,,0,0,0,0,0,-1,2
11,Khalil,0:19:41, Dr. Jones,,,,0,0,0,0,0,-1,2
11,Khalil,0:19:55, what kind of soup my red lentil?,,,,0,14,0,0,14,-1,7
11,Khalil,0:20:14,I don't know.,,,,25,25,0,0,25,-1,3
11,Khalil,0:20:48,I'm proud of you.,,,,0,20,0,0,20,-1,4
11,Khalil,0:20:59,The Ph.D program allocation program.,,,,0,0,0,0,0,-1,5
11,Khalil,0:21:27, I think I'm left.,,,,20,40,0,0,0,-1,4
11,Khalil,0:21:32, So I'm proud that the syllabi for both the classes and teaching.,,,,15,8,0,15,8,-1,12
11,Khalil,0:21:39," Are almost almost the only start tomorrow, so we're okay. We still have just under 24 hours. I mean",,,,32,5,5,5,5,-1,19
11,Khalil,0:21:51,"This finished up. My name is said about the classes and we have a number of an upward. This Sports technology on your class. We have a number of guest speakers who are going to be coming in somewhere, like, former in, you athletes. Others are almost this like random people that I found from different places that currently work in Tech, but have sort of like a sports left background.",,,,13,3,0,3,6,-1,71
11,Khalil,0:22:21," And it is primarily people of color. So I'm looking forward. Looking forward to meeting some new people. Bring some basis to campus and to eventually, like, actually going to do this class somewhat in person and inclusive, making looking forward to that one to do for people have taken inclusive making, and then you might take it. Last time didn't fully online.",,,,17,2,0,9,8,-1,63
11,Khalil,0:22:48,With Emily.,,,,50,0,0,0,0,-1,2
11,Khalil,0:22:50," All right, we might have to, like, have a conversation about which of the activities and assignments were the best ones are like. We're trying to merge the in-person version of the class with the virtual version of the class, because I think there's, like good aspects of both of them. And it's just been, that's part of the reason why it's almost almost done is because it's kind of like, all right, you get to decide, which makes me cranky, which one's kind of let go.",,,,18,2,8,4,12,-1,87
11,Khalil,0:23:19," All right, next item on the agenda is and this is going to always forget this it's Spring quarter. And which means there's I am soccer, which was it like three years ago called the, you organized. And I'm soccer team. Was that really three years ago? I think so. I think it was.",,,,16,7,5,7,4,-1,54
11,Khalil,0:23:43,So the sign up for that is next Monday.,,,,11,0,0,11,0,-1,9
11,Khalil,0:23:50," So just a question. If we have enough people to put together put together team spring 2019. That was a long time ago. So, yeah, we might try to put together a team. I'm assuming all the sports and",,,,18,3,5,10,3,-1,39
11,Khalil,0:24:14," Election guards. A, what else? Don't need any of those. Yes, you do.",,,,14,0,7,7,0,-1,13
11,Khalil,0:24:21," Now where we play? We plan Turk, mostly true. And then you just got to strengthen your shins.",,,,33,0,6,11,11,-1,18
11,Khalil,0:24:37,Till and guards easily. Oh my God.,,,,14,14,0,29,0,-1,7
11,Khalil,0:24:45," You know, I did mention the Tilt socks, the other day to somebody. I can't remember exactly why but there's definitely could be thing. I could put my job will subscription to good use. You could also just make shin guards out of some cardboard, your maker. I have shin splints. I can't do that.",,,,21,10,2,3,9,-1,55
11,Khalil,0:25:15," Besides, you got any more of those mothers that works. What is care passionately? What are you?",,,,12,0,0,0,6,-1,17
11,Khalil,0:25:22, How do you regular cleats on turf?,,,,14,0,0,14,0,-1,7
11,Khalil,0:25:26, What are you saying?,,,,0,0,0,0,0,-1,4
11,Khalil,0:25:35,"Is the feel like right outside of mud, you know, any sports arena on purpose, right? Next to Kellogg. All right, Mike.",,,,18,0,23,0,23,-1,22
11,Khalil,0:26:05,"Okay, how much were those shoes though? That's an excellent question.",,,,8,0,0,17,8,-1,11
11,Khalil,0:26:14," The last of my blade. I think I bought some major soccer cleats for like 20 bucks. But now, so if people are interested will find some way to sign up. We set to see if we have enough people.",,,,23,8,3,10,8,-1,40
11,Khalil,0:26:28,"Do It Good? Play and participate and then there's little thing on the. All right. So this quarter, I think it'll add some of these lab meetings with president to try to do project, team updates, and then we'll also try to do some. I don't know if like people want to do individual discussions and whatnot. We're fortunate last quarter for the data science and music people who have put together like a video describing.",,,,20,2,4,12,7,-1,76
11,Khalil,0:26:58," In some, what they've been up to do, think was helpful to just, you know, for us to generally have a sense of what some of the other teams are doing in Men. Last thing was",,,,19,0,0,0,11,-1,36
11,Khalil,0:27:14," Sorry, this is a tangent, Sarah. Do you do the garlic naan? Let me try the garlic naan from Trader. Joe's. No.",,,,0,4,4,0,0,-1,22
11,Khalil,0:27:23,"Acting very happy when I bought from Costco to make a garlicky. Yeah. Girl, with Muslim garlic knots and Trader Joe's. There's a huge like, the really, really big, but they are there. The definitely definitely good. But so yeah, we're going to have these weekly loss of signups for different project teams to do updates. But one of the other things people want to do during these relatively early 10 a.m. Lab meetings.",,,,16,1,3,8,5,-1,74
11,Khalil,0:28:00,Who's that guy with the?,,,,17,0,0,0,0,-1,5
11,Khalil,0:28:04," Leg warmers videos, maybe. Yeah, maybe we should do one of those.",,,,33,0,0,8,0,-1,12
11,Khalil,0:28:16," I mean free at the back now, so now we can do like",,,,15,8,8,8,23,-1,13
11,Khalil,0:28:19,Blown choreography again.,,,,0,0,0,0,0,-1,3
11,Khalil,0:28:32, Omar. So I think she might send that down real quick.,,,,27,9,9,9,9,-1,11
11,Khalil,0:28:56," X and we get Isaiah Wallace. Coming through that, you have like a full-on dance-off tournament and then it's like, yeah, we can, we can set up the whole thing. That could be fun.",,,,16,0,0,8,11,-1,34
11,Khalil,0:29:08," That could be fun. So yeah, maybe we'll have to do some some choreography and you guys can we can do it?",,,,30,0,0,9,4,-1,22
11,Khalil,0:29:14,Condensation.,,,,0,0,0,0,0,-1,1
11,Khalil,0:29:18, In the morning.,,,,0,0,0,0,0,-1,3
11,Khalil,0:29:21," I mean, yes, all right, but she's going to get point. We need to update the description to project teams. And I don't even know that. Assigns. The music is on the is on the website and I think magic is still WRC plus. I'm are sort of split Parts. Oh, right, and back with your permission. I want to drink until T-shirt with the drawing of the magic. Magic think the Magic Drawing you did. I want to make a show.",,,,21,7,8,7,8,-1,82
11,Khalil,0:29:53," There was like yeah, that would be fun.",,,,13,0,0,13,25,-1,8
11,Khalil,0:29:57, Someone's in a morning workout.,,,,0,0,0,0,0,-1,5
11,Khalil,0:30:01, Adele protesting the dancing in the morning and I'm saying it makes more sense to work out in the morning.,,,,19,5,0,5,5,-1,20
11,Khalil,0:30:09, To me.,,,,0,50,0,0,0,-1,2
11,Khalil,0:30:09,To me.,,,,0,50,0,0,0,-1,2
11,Khalil,0:30:12," As you start your getting off and then you can go to everything else isn't going on with evening. I give up, you know, so if I just get it.",,,,16,6,3,16,10,-1,30
11,Khalil,0:30:44, Naomi what working against you do?,,,,0,0,0,0,0,-1,6
11,Khalil,0:31:05,"But in general, it's open Style with his super vague. Yeah, so I've been dabbling in freestyle as well. So contemporary modern is my preferred style that I've been learning a lot more about like more specific Styles like I so sometimes",,,,13,9,0,11,11,-1,42
11,Khalil,0:31:35," Yeah, okay. We should have at least surgeons movies. We do need some need to do. Definitely probably will do some movies are people like are people who want to use it for who's going to be on campus?",,,,28,0,3,5,3,-1,39
11,Khalil,0:32:03,Handful.,,,,0,0,0,0,0,-1,1
11,Khalil,0:32:07, Okay.,,,,0,0,0,100,0,-1,1
11,Khalil,0:32:10," Dr. Jones, the natural with the maker of that one. Is that",,,,8,0,0,0,8,-1,12
11,Khalil,0:32:16," It's the crying. That isn't it, okay.",,,,0,0,0,11,0,-1,7
11,Khalil,0:32:20, That's a maybe.,,,,25,0,0,0,0,-1,3
11,Khalil,0:32:25," Okay, fair enough. Fair enough. Yeah, so we can we can do a movie movie session whatnot, maybe in addition to the weekly sign up for like groups. We can have people might want to sign up in small groups to like lead different stuff these sessions. So yeah, we'll get to that.",,,,17,0,4,6,9,-1,53
11,Khalil,0:32:58,Other announcements.,,,,0,0,0,0,0,-1,2
11,Khalil,0:33:08, Any other announcements things we should know about.,,,,50,0,0,0,13,-1,8
11,Khalil,0:33:14," I'll mention a couple of them in one is that maybe we already mentioned this, but despite I see less and being as depends where your for submissions, we do attic. We did that a couple of compose iums that they've got accepted. And so I think one of those is, was one of those like a sport since one. The other ones that WRC or a magic,",,,,17,4,0,9,1,-1,68
11,Khalil,0:33:40," So both of those teams will likely have people, it's all virtual this year. So it's not actually going to Japan.",,,,13,0,9,9,0,-1,21
11,Khalil,0:33:53,"But lots of people going to present those and then a couple weeks is ARA, which is. Anyway, I'm going to go to a ra for at least a couple of days.",,,,9,3,3,9,0,-1,32
11,Khalil,0:34:08, Where is it? Then you go.,,,,0,0,0,17,0,-1,6
11,Khalil,0:34:13," ARA is the American educational research Association, I think Ashley.",,,,10,10,0,0,20,-1,10
11,Khalil,0:34:27," Going to hand raises, you're going to change to the handles of a question.",,,,7,0,0,0,7,-1,14
11,Khalil,0:34:32, And where you going?,,,,25,0,0,25,0,-1,4
11,Khalil,0:34:36, It is the must be like the 20th like the 26th of April.,,,,9,0,9,0,18,-1,13
11,Khalil,0:34:49,"Yeah, but yeah, my I'm going my my kids are know this but they don't. You and Tabatha is also going so well, and then there's a few other conferences. So hopefully we'll hear back from the respect conference medium submitted something.",,,,15,9,0,17,9,-1,42
11,Khalil,0:35:17,"Well, I think he's going to submit work in progress. I DC and I think there's a few other things like other things that are coming up.",,,,10,10,0,3,10,-1,27
11,Khalil,0:35:29, Other thing is and there's something else we can also do during these meetings is we can also invite people. So if they're like faculty at other institutions that you guys are interested in like,,,,11,0,0,14,11,-1,35
11,Khalil,0:35:41,From like learning other work. Let me know and I'll be happy to reach out and invite them in person or to do a virtual business to collect.,,,,17,7,7,10,14,-1,28
11,Khalil,0:36:01," Yeah, and then summer plans. So.",,,,17,0,0,50,0,-1,6
11,Khalil,0:36:07," We have a number of things that are potentially in the works. For the summer, including at least one summer research. What's that? SRP? What I came over as rho, P stands for that sorrow P stands for summer research opportunity program, of course, so there's at least one SRP student who is coming from",,,,5,2,5,4,2,-1,55
11,Khalil,0:36:37,"We're gonna waste a month. Look it up, one SRP student, and then there's a couple of Posner fellows who are going to be working with the lab over the summer.",,,,9,0,0,6,0,-1,31
11,Khalil,0:36:48," And then I think there's actually, there's a couple of like high school programs. We're going to support a couple of middle school programs. Couple things with Camp are with, with the Chicago Park District and the few other places. So if people are looking for things to do during the summer, let me know the shades and I are working on putting in some reu proposals. So there should be able to get funding and then there's also the Northwestern",,,,15,4,1,12,5,-1,81
11,Khalil,0:37:18," Which has a deadline coming up and I'll be like, two weeks or something like that or which I can, I think that's the one that faculty can apply for them to have students. So you guys trying to figure out some other plans.",,,,13,7,0,9,4,-1,44
11,Khalil,0:37:32,"But you know, and we can try to, you know, definitely get something figured out.",,,,47,0,7,13,13,-1,15
11,Khalil,0:37:41, Other announcements. Anything else we need to discuss?,,,,38,0,0,0,13,-1,8
11,Khalil,0:37:56, Mega mint when my forgetting. Thanks.,,,,0,17,0,17,17,-1,6
11,Khalil,0:38:02, Excellent.,,,,0,0,0,0,100,-1,1
11,Khalil,0:38:08," What remember was the right? Yeah, that's that's that's what I'm expecting.",,,,0,6,6,6,6,-1,12
11,Khalil,0:38:16," Alright, I guess we can adjourn early.",,,,29,14,0,0,0,-1,7
11,Khalil,0:38:22," And people can go about the welder, the various diverse.",,,,10,0,0,10,0,-1,10
11,Khalil,0:38:29,"Oh, lastly real bastard. Oh, let me look at the calendar. Have any groups not signed up for their, put their weekly meetings on the calendar.",,,,12,4,8,0,4,-1,26
11,Khalil,0:38:47, Okay.,,,,0,0,0,100,0,-1,1
11,Khalil,0:38:49, Going to get those on there. Soon. I'm already seeing some conflicts of stuff.,,,,7,7,0,0,0,-1,14
11,Khalil,0:38:58, Magic light switch to Monday.,,,,0,0,0,0,20,-1,5
11,Khalil,0:39:02," Since of the neck going forward, since the dance thing, which the not really are visiting doors. Weekly. Oh, yeah. Well, that's it.",,,,17,0,0,4,13,-1,23
11,Khalil,0:39:17," Immediately actor, which is for saying it will be hard to get there, but it's Graham.",,,,6,0,0,6,0,-1,16
11,Khalil,0:39:25,"Well, you because you'll be probably you'll be coming from home. You have a fish.",,,,12,0,0,6,12,-1,15
11,Khalil,0:39:30," Yeah, good to be a campus. Sometimes it's silly have to go like North didn't come by myself working in Norfolk. But even then we were always have to be leaving at least 30 minutes 30, huh?",,,,14,3,11,5,8,-1,37
11,Khalil,0:39:46," Yes, witch.",,,,0,0,50,50,0,-1,2
11,Khalil,0:39:49," Try to run our meetings a little bit more efficiently. This this this term to or maybe one actually now after all of those meetings, but we'll see.",,,,17,0,7,7,0,-1,28
11,Khalil,0:40:03," Yeah, I mean I go either way if we want to move to different day.",,,,33,13,7,7,0,-1,15
11,Khalil,0:40:07," Yes, we could go to one day. When is Naomi Wednesday, the science in music meeting. I have to test them, but I think it's probably going to be on Fridays.",,,,16,6,3,6,0,-1,31
11,Khalil,0:40:22,"And then blink, you set your. There it is. Alright, coil at those two page. Friday's it three, four.",,,,5,0,0,10,0,-1,19
11,Khalil,0:40:34," And then multi craft Kevin our company that out, but it looks like right now note that the entries are leading towards Monday.",,,,13,0,4,13,13,-1,23
11,Khalil,0:40:51," Yeah, Monday at noon.",,,,0,0,0,25,0,-1,4
11,Khalil,0:40:55, You could likely alternate those with code color.,,,,25,0,0,0,0,-1,8
11,Khalil,0:41:04, All right. All right. I think that is it.,,,,33,11,44,0,22,-1,9
11,Khalil,0:41:15,"No, I'm sorry. Okay, so you're 11. Are they virtually? Okay, maybe in person?",,,,7,7,0,13,0,-1,14
11,Khalil,0:41:27," Oh, wait, what day is it?",,,,17,0,0,0,0,-1,6
11,Khalil,0:41:31, On Tuesdays and Thursdays. I will almost certainly be on campus.,,,,18,9,0,9,0,-1,11
11,Khalil,0:41:37," In the lab, or in your office.",,,,14,0,0,14,0,-1,7
11,Khalil,0:41:41, We asked me if I have nobody.,,,,29,29,0,14,0,-1,7
11,Khalil,0:41:49, You have X. I don't have keys. So.,,,,11,11,0,11,0,-1,8
11,Khalil,0:41:59," You know, you're not in the same of the spaces, Victoria.",,,,25,0,0,0,8,-1,11
11,Khalil,0:42:05," technically, so,",,,,50,0,0,50,0,-1,2
11,Khalil,0:42:09,"Heading to the spaces for audio myself and Alex, but it just but it's only one that they put my name on it because I was the one who asked them about it, but I'm not using it because I'm not going to campus. So I can drop off the key for you audio and that way you can use up space.",,,,20,9,0,12,2,-1,62
11,Khalil,0:42:31," It always sounds like there's tap dancers above the office. FYI. I don't know why, but construction. It's a space, interesting. All right.",,,,19,4,15,4,12,-1,23
11,Khalil,0:42:46," Do you guys need a sweater for space and that other building you have? They, I think I did, but it's a meeting on Friday to discuss.",,,,14,7,0,7,4,-1,27
11,Khalil,0:42:57," See, okay, less than ideal.",,,,0,0,0,20,20,-1,5
11,Khalil,0:43:02, Less than ideal.,,,,0,0,0,0,33,-1,3
11,Khalil,0:43:04,"Um, all right Kelly if you have like a minute or two after this, well, actually maybe talk to Meg well or you and I can talk so we can figure out a plan. Like what kind of stuff you're interested in working in are working on Kevin maybe so I don't know if you last time, you talked to Jeremy, but we got some, we got like 20 responses.",,,,21,3,4,11,13,-1,70
11,Khalil,0:43:34, To the gesture survey.,,,,0,0,0,0,0,-1,4
11,Khalil,0:43:38," Oh, sorry, who we had like 20 responses to that gesture survey and so I don't know if Jeremy is look through it at all but maybe check in with him and if he hasn't then it might make sense for us as a group to or like as the team.",,,,27,2,2,19,10,-1,51
11,Khalil,0:44:00,Get those responses and start to think about at least like broadly speaking how you thinking about using gestures within sort of small Minecraft game environment?,,,,19,0,4,8,8,-1,26
11,Khalil,0:44:29," Yeah, it worked. No, I mean in terms of what I was trying to test, I got with I want to but I can't enjoy it. Just kind of want to see how they handle, concurrent amount of people. So that seem like it's good. All right. Well, you can, you're going to make accounts for all 100 of those people or so. Yeah. Yeah. Yeah. I'll start working on that.",,,,16,8,7,7,11,-1,71
11,Khalil,0:44:51," Do we have a script to just do that for us? And no, not.",,,,29,0,0,7,7,-1,14
11,Khalil,0:44:55,"That low, which I might be what I'm going to be working on real quick this week because one that I could, we do have a script that does trade the users. I could definitely add them. If the input is just need to either make where I put the passwords and that easily have to cross-reference them with the emails.",,,,24,8,2,5,5,-1,61
11,Khalil,0:45:14," Okay, if it's too much, it's too much to do. The script. My guess is the rest of the blink team can also help out and trying to like free information those accounts. I think Disease, an Anna Rose. I think I can automate that because like the way the script works just put in like an email set like the permission level, which I could definitely do from just a shell script and just run python from the shell and then just put the email with the output password into a text.",,,,19,5,1,7,12,-1,93
11,Khalil,0:45:42, Text file and shit each with each person. I think. I think that should be pretty doable.,,,,47,12,0,6,6,-1,17
11,Khalil,0:45:50, All right.,,,,50,0,100,0,50,-1,2
11,Khalil,0:45:52,The phone with this will begin.,,,,17,0,0,0,0,-1,6
11,Khalil,0:45:57, All right. I think they'll do it.,,,,25,13,25,0,13,-1,7
11,Khalil,0:46:01, So I'll see most will see some of you guys tomorrow for people who are in the class and otherwise stay safe.,,,,13,4,0,13,4,-1,22
12,Marc,0:10:09,Make sure your to telework that.com.,,,,14,0,14,0,14,-1,6
12,Marc,0:10:33, We are confused. So are we doing or,,,,38,0,0,25,0,-1,8
12,Marc,0:10:46, In the background.,,,,0,0,0,0,0,-1,3
12,Marc,0:10:56, And you can do it from your phone or from computer. I can dress myself.,,,,13,13,0,13,0,-1,15
